name,category,region,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,source,scraped_at
الشارب,clothes,South Lebanon,,33.2670001,35.2062749,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ashraf Cell,mobile_phone,South Lebanon,,33.2672732,35.2033254,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Vicky’s Secret,clothes,South Lebanon,,33.2679476,35.2015966,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
MTC Touch,mobile_phone,South Lebanon,,33.2664012,35.2066665,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hiam Ezzedine,motorcycle_repair,South Lebanon,,33.2686093,35.1976649,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Bravo Shoes,shoes,Beirut,,33.8744555,35.5206184,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صيدلية الفادي,pharmacy,Beirut,,33.8732699,35.5218898,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Roy Masko,jewelry,Beirut,,33.8731664,35.5219332,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Donna Shoes and Bags,shoes,Beirut,,33.8729245,35.5221439,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صيدلية جبل لبنان,pharmacy,Beirut,,33.8721347,35.5226334,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بول,bakery,Beirut,شارع بليس,33.8990765,35.4841547,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Plaza Motors Mazda,car,South Lebanon,,33.2546704,35.2237835,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Saj,fast_food,South Lebanon,,33.2484875,35.2303881,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Supermarket Haj Tarek Mussulman,supermarket,South Lebanon,,33.2394719,35.2429495,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abbas Al Samra,cafe,South Lebanon,,33.2653255,35.2118686,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Lebanon Online Takch Group,telecommunication,South Lebanon,,33.2549737,35.2220466,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Julio’s Pizza,fast_food,South Lebanon,,33.2475029,35.2315534,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Asraa,pharmacy,South Lebanon,,33.242523,35.2387821,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Laptop Doctor,computer,South Lebanon,,33.2661505,35.2041995,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
AUCE,university,South Lebanon,,33.2633084,35.2204742,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fares Rent A Car,car_rental,South Lebanon,,33.2533742,35.2241246,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kika Kids,clothes,South Lebanon,,33.2454115,35.2344425,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Issa Market & Espresso,supermarket,South Lebanon,,33.2421622,35.2396182,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Croissaint,pastry,South Lebanon,,33.2672101,35.2037245,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Zoughaib & Co,jewelry,South Lebanon,,33.2586361,35.2217322,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Moukhtar Butcher,butcher,South Lebanon,,33.2529282,35.224919,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
HomeMart Textile,houseware,South Lebanon,,33.2418135,35.2405268,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Shisha Pipe Store,yes,South Lebanon,,33.2683865,35.206849,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Bamboo,restaurant,South Lebanon,,33.2581675,35.222663,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Time Restaurant,restaurant,South Lebanon,,33.2523388,35.225728,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Iziss,restaurant,South Lebanon,,33.2532624,35.2249457,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Artisanat Cadeaux d'Orient,gift,South Lebanon,Tyr,33.2678977,35.207035,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مركز صور الاجتماعي,social_centre,South Lebanon,,33.259667,35.2151214,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Sirat,supermarket,South Lebanon,,33.2578941,35.2219522,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Zahra Chicken,fast_food,South Lebanon,,33.2490483,35.229624,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Dbouk Ceramic & Design,tiles,South Lebanon,,33.2527273,35.22452,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sam Cell,mobile_phone,South Lebanon,,33.2676755,35.2068872,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Srour Station,fuel,South Lebanon,,33.2685748,35.2167991,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fayad Sport,sports,South Lebanon,,33.256963,35.2225527,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Dvd Abbas,video,South Lebanon,,33.2488464,35.2301703,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Safieddine,fuel,South Lebanon,,33.2446629,35.2352958,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
لو بيسترو,restaurant,South Lebanon,,33.2641742,35.2056659,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
AUC Cafe,cafe,South Lebanon,,33.2650796,35.2176182,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
CarTec Marwan Key & Electrics,car_repair,South Lebanon,,33.2550588,35.2235901,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pharmacy Al Housh,pharmacy,South Lebanon,,33.2487195,35.2303431,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ali Salon,hairdresser,South Lebanon,,33.2405745,35.2417915,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kassir Group,curtain,South Lebanon,,33.2640832,35.2184327,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Oriental Patisserie,pastry,South Lebanon,,33.2547831,35.2226163,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Cadeaux Sara,gift,South Lebanon,,33.2480937,35.2308081,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Saksouk,supermarket,South Lebanon,,33.2427279,35.2377397,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Zamat Auto Services,car_repair,South Lebanon,,33.2393565,35.243036,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Tyre Municipal Green Market,marketplace,South Lebanon,,33.2643517,35.2133627,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abdallah Chicken,fast_food,South Lebanon,,33.2634429,35.2187927,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sondos Restaurant,restaurant,South Lebanon,,33.2549809,35.2219336,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Nashat Furnishings,curtain,South Lebanon,,33.2461851,35.2336478,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Fouani,cafe,South Lebanon,,33.2420683,35.2393604,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Café Boussi,cafe,South Lebanon,,33.2670995,35.2043901,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
LIU Clocktower,clock,South Lebanon,,33.2586857,35.2128934,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abed Tahan Electronics,houseware,South Lebanon,,33.2629978,35.219019,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abou Nader Travel,travel_agency,South Lebanon,,33.2530458,35.224719,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ossayli Ceramica,tiles,South Lebanon,,33.2420477,35.2401476,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pharmacie Basma,pharmacy,South Lebanon,,33.2671438,35.2040978,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Chocolate Bar,chocolate,South Lebanon,,33.2581756,35.222385,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ziad Coffee,coffee,South Lebanon,,33.2525378,35.2253317,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Celine,clothes,South Lebanon,,33.2419048,35.2403923,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Décoration Ismail Hajo,curtain,South Lebanon,Tyr,33.2678121,35.2069487,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Hachem Station,fuel,South Lebanon,,33.258014,35.2214685,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
gallery Daher Home center,furniture,South Lebanon,,33.2521633,35.2261118,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Jabal Amel Roastery,health_food,South Lebanon,,33.2529717,35.2244519,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Laverie Al Athar,laundry,South Lebanon,Tyr,33.2679548,35.206722,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Escape Shoes & Bags,shoes,South Lebanon,,33.2576193,35.2220943,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Yara Mini Market,supermarket,South Lebanon,,33.267117,35.2067927,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Tahssine Abbas Homewares,houseware,South Lebanon,,33.2689359,35.2168793,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
MDC Covid19 Test Center,laboratory,South Lebanon,,33.2565475,35.2223953,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sour Restaurant,restaurant,South Lebanon,,33.2488192,35.2299291,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Taksim,clothes,South Lebanon,,33.2426214,35.2378557,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sleiman,pharmacy,South Lebanon,,33.244921,35.23505,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Zabad Cafe,cafe,South Lebanon,,33.2645874,35.2179728,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pharmacy Assil,pharmacy,South Lebanon,,33.2549519,35.2236564,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Basma Supermarket,supermarket,South Lebanon,,33.2483981,35.2307845,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Salon Zaher,hairdresser,South Lebanon,,33.2395386,35.2429015,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
هيئة مياه صور,water_utility,South Lebanon,صور,33.2656536,35.2116969,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Daher Lifestyle Gallery,furniture,South Lebanon,,33.2638881,35.2185331,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Bank Libano Francais,bank,South Lebanon,,33.2549522,35.2222617,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hubbez & Meleh (Bread & Salt),supermarket,South Lebanon,,33.2478171,35.2311337,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Chocolou Maison du Chocolat,chocolate,South Lebanon,,33.2426372,35.2386404,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
City Market,supermarket,South Lebanon,,33.2660853,35.2041315,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ezzedine Cafe,cafe,South Lebanon,,33.2612123,35.2127355,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
L’Elegance Chocolate,chocolate,South Lebanon,,33.263186,35.2189011,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Lausanne Laundry,laundry,South Lebanon,,33.2456585,35.2344197,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Rida Cell,mobile_phone,South Lebanon,,33.242023,35.2394859,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Matar,supermarket,South Lebanon,,33.2672456,35.2034873,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
American Heart & Vascular Center,clinic,South Lebanon,,33.2585729,35.2211153,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
HomeMart Household,houseware,South Lebanon,,33.2419583,35.240324,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Café Jamal,cafe,South Lebanon,Tyr,33.2682099,35.2056708,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Tyre By Bike,bicycle_rental,South Lebanon,,33.2632397,35.2109935,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
L’Atelier Du Chocolat,chocolate,South Lebanon,,33.2581761,35.2225175,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Safieddine Sweets,pastry,South Lebanon,,33.2524628,35.2254584,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Panorama,furniture,South Lebanon,,33.241689,35.2407038,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Salon Perolla Coiffour Esmail,hairdresser,South Lebanon,,33.267917,35.2068824,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Jana Cafe,cafe,South Lebanon,,33.2570795,35.2156756,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Rimal A Asli,supermarket,South Lebanon,,33.2577499,35.221716,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sour Mall,mall,South Lebanon,,33.2517197,35.226855,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Shatee Sweets,pastry,South Lebanon,,33.252868,35.2244693,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صالون وسام,hairdresser,South Lebanon,Tyr,33.2677545,35.2068934,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Taghrid Pharmacy,pharmacy,South Lebanon,,33.2570868,35.2224743,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Animal Lives Lebanon,veterinary,South Lebanon,,33.2489408,35.2300687,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ayoub Electric,electrical,South Lebanon,,33.242483,35.2380396,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hamdan Electronics And Home Appliances,electronics,South Lebanon,,33.2475802,35.2314648,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kodsi Snack,cafe,South Lebanon,,33.266377,35.2068052,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Mshaaf Cafe,cafe,South Lebanon,,33.2691223,35.2169304,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Tarek Shibly Ceramica,tiles,South Lebanon,,33.256515,35.2228103,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hussein Basma Plumbing Goods,hardware,South Lebanon,,33.2487981,35.2302156,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Joumana,clothes,South Lebanon,,33.2425907,35.2379178,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Basma Market,supermarket,South Lebanon,,33.2405236,35.2418349,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Bank Med,bank,South Lebanon,,33.2641757,35.2183621,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Caffe Positano,cafe,Beirut,شارع أرمينيا,33.8973203,35.5277237,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
صيدلية باشا,pharmacy,South Lebanon,,33.2458691,35.2370708,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الكنيسة الإنجيلية الوطنية,place_of_worship,South Lebanon,,33.2729399,35.2054116,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Furon Mustafa Saj,fast_food,South Lebanon,,33.2452852,35.2345814,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Shater Hassan Laundry,laundry,South Lebanon,,33.2442673,35.2362854,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Zein Barber,hairdresser,South Lebanon,,33.2454206,35.2369883,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Artizan Bed & Breakfast,hotel,South Lebanon,,33.271684,35.2029427,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Soldway,clothes,South Lebanon,,33.2459336,35.2339735,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
متجر دراجات,bicycle,South Lebanon,,33.3143931,35.2405261,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hmedi Domestic Workers,cleaning,South Lebanon,,33.2458588,35.2367047,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Haj Zoheir & Sons,restaurant,South Lebanon,,33.2723026,35.2040703,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Khadra Decor,furniture,South Lebanon,,33.2453333,35.2345025,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Jawad Restaurant And More,restaurant,South Lebanon,,33.2854667,35.2236217,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abbas Grill,fast_food,South Lebanon,,33.2442463,35.2363511,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
The Lord Coffee,cafe,South Lebanon,,33.2454669,35.236999,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kanafeh,pastry,South Lebanon,,33.2728207,35.2050183,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Modern Dipper With Belt,artwork,South Lebanon,,33.23837,35.2422271,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Centre médical de Yazbeck,doctors,South Lebanon,Tyr,33.2717345,35.203107,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
جزار عباس,butcher,South Lebanon,,33.2458342,35.2341675,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Lebanon Bakery,bakery,South Lebanon,,33.2858341,35.2246517,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
إعلان إنجيل كنيسة صور,place_of_worship,South Lebanon,,33.2446051,35.2360369,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Verona Bride,clothes,South Lebanon,,33.2445035,35.2358154,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Rola Pharmacy,pharmacy,South Lebanon,,33.2776259,35.2162393,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Dbouk Optic,optician,South Lebanon,,33.2716761,35.2028369,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kabse W Noos,cafe,South Lebanon,,33.2486743,35.2303879,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Hadi Supermarket,supermarket,South Lebanon,,33.2499939,35.2320422,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Dr Hassib Haidar,dentist,South Lebanon,,33.2456513,35.2345359,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مغسل موتور سيتي,car_wash,Beirut,,33.8576111,35.5172344,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kareem,nursing_home,Beirut,,33.8872545,35.4792951,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Galerie Tanit,gallery,Beirut,,33.8960429,35.5227492,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مركز التشخيص الأمريكي / فحص كورونا/,clinic,Beirut,Rue Imam Moussa Sader,33.8600961,35.4917796,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Harry's Blue,clothes,Mount Lebanon,New jdeideh souks,33.8926549,35.5632683,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Honein,pharmacy,Beirut,,33.8869907,35.5092073,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
SIDC,ngo,Beirut,Rue Yousef Bek Karam,33.8823357,35.5371611,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مسجد برج أبي حيدر,place_of_worship,Beirut,بيروت,33.8850708,35.499807,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Mrayati Watches,jewelry,Beirut,شارع القاهرة,33.8964738,35.4852271,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
ماركت حامية,supermarket,Mount Lebanon,"47, شارع الشهيد محمد العزير",33.8388495,35.5006399,,hackerghost2019@gmail.com,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
سكاكر جابر,confectionery,Mount Lebanon,"48, شارع الشهيد محمد العزير",33.8388405,35.5006924,,hackerghost2019@gmail.com,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Snack Al-Antr,restaurant,North Lebanon,,34.2408694,35.9419222,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Georges Restaurant,restaurant,North Lebanon,Old Souk Hasroun,34.2417926,35.9435381,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Mini Market,convenience,North Lebanon,Old Souk Hasroun,34.2456194,35.9566631,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
United,fuel,North Lebanon,Old Souk Hasroun,34.245749,35.9565419,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Le Jardin de Patriarche,attraction,North Lebanon,Old Souk Hasroun,34.2446587,35.9462394,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Ampitheatre,attraction,North Lebanon,Old Souk Hasroun,34.2449774,35.94718,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
لوناسول,hotel,Mount Lebanon,,34.0755245,35.6492274,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Aziz Delicatessen,supermarket,Beirut,شارع فخر الدين,33.8964022,35.4956648,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Villa ain't najim HELOU,apartment,Mount Lebanon,,33.8614194,35.5877376,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
فرنسبنك,bank,Beirut,شارع بشارة الخوري,33.8822547,35.5072156,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
تيكي بار,bar,Mount Lebanon,طريق البحر,33.9835123,35.6280793,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
DecoRay,artwork,Beirut,,33.890361,35.5134534,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Dr. Ahmad H. Farhat,dentist,Beirut,أوتوستراد هادي نصرالله,33.8485185,35.5157057,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
هيد شوت كلوب,social_club,Bekaa,,34.1491508,35.8978175,,,,,https://www.facebook.com/headshotclubakoura/,,,,1,osm,2026-05-04T05:55:01.794291Z
مرتفعات الشوف,camp_site,Mount Lebanon,,33.7436474,35.7108271,,,,,,https://www.instagram.com/shouf_highland/,,,1,osm,2026-05-04T05:55:01.794291Z
كازينو نمير زحلة,restaurant,Bekaa,Zahlé,33.8573761,35.8926241,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Digital Dust,events_venue,Bekaa,,33.8663068,35.8988448,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
appartments for rent,apartment,South Lebanon,,33.2033869,35.4332744,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pattiserie,pastry,South Lebanon,,33.203084,35.4352216,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Batteries shop,yes,South Lebanon,,33.2033219,35.4333213,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Beauty Salon,beauty,South Lebanon,,33.202836,35.4369342,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
For women,clothes,South Lebanon,,33.2028506,35.4368725,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Nada Pharmacy,pharmacy,South Lebanon,,33.2029095,35.4404131,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Beauty clinic,clinic,South Lebanon,,33.2030262,35.4403339,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ceramic and glass,glaziery,South Lebanon,,33.2029162,35.4405606,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kit Kat,clothes,South Lebanon,,33.2029364,35.4407872,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
seeds,agrarian,South Lebanon,,33.2029342,35.4406987,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Toaster,yes,South Lebanon,,33.2027906,35.4410732,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fakih Cell,mobile_phone,South Lebanon,,33.2027951,35.4411429,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Wael Kassir Photography,photographer,South Lebanon,,33.2031295,35.4412737,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
supermarket abdalrahim,supermarket,Bekaa,,33.7612068,35.9095607,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
maher abdalrahim company,yes,Bekaa,,33.761805,35.908746,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
supermarket abdelghani,supermarket,Bekaa,,33.7617116,35.908807,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
beirut modern school,school,Bekaa,,33.7605525,35.908596,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
jammal trading company,trade,Bekaa,,33.7620357,35.9092769,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
corporation jihad abdelrahim,antiques,Bekaa,,33.7609578,35.9097679,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
alhawraa trading company,houseware,Bekaa,,33.761422,35.9096585,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
al jammal trading company,trade,Bekaa,,33.7618542,35.907531,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
check in company,car_wash,Bekaa,,33.7617333,35.9093575,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
omar hassan company,convenience,Bekaa,,33.7608062,35.9099289,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
mais station,fuel,Bekaa,,33.7602591,35.9107859,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
deirzanon pharmacy,pharmacy,Bekaa,,33.7592367,35.9110042,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
imad pharmacy,pharmacy,Bekaa,,33.7627988,35.9078406,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
aayash shopping centre,mall,Bekaa,,33.7650539,35.9059552,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
al shifaa pharmacy,pharmacy,Bekaa,,33.7650816,35.9055153,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
BBAC bank,bank,Bekaa,,33.7654585,35.9054753,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
chafick jamil center,mall,Bekaa,,33.7688676,35.902131,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
brazilia gas station,fuel,Bekaa,,33.7705864,35.9004182,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
darwish patisserie,pastry,Bekaa,,33.7722301,35.8981056,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Vatche Studio,photo,Beirut,,33.8963347,35.5340866,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
المقاصد الخيريه الاسلامية,school,Bekaa,,33.7763289,35.9020211,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ملحمة سلوم,restaurant,Bekaa,,33.7731116,35.8993402,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة الأهلية,school,Bekaa,,33.7715537,35.9021283,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
حلويات جابر,restaurant,Bekaa,,33.7723519,35.898738,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
